addr,code,latitude,longitude,name,type
경기도 광명시 시청로 30 1층 (철산동),31896359,37.4794236,126.8641142,이화약국,01
경기도 광주시 오포읍 양벌로 208 1층,41831110,37.3784267,127.2538924,사랑약국,01
부산광역시 서구 대영로74번길 36 (동대신동1가),21807426,35.1090271,129.0199042,삼성약국,01
충청남도 보령시 주공로 12 (동대동),34823174,36.3450653,126.6022154,대영약국,01
경기도 평택시 중앙로 298 (합정동),31879853,36.9905073,127.115696,태평양약국,01
부산광역시 서구 까치고개로 200 (아미동1가),21835896,35.0997446,129.017638,반도약국,01
부산광역시 서구 자갈치로 5 (충무동1가),21806951,35.0964619,129.0250182,보광약국,01
인천광역시 남동구 남촌동로25번길 4 101호 (남촌동),31863434,37.4319361,126.7157123,남촌중앙약국,01
"경상남도 창녕군 창녕읍 명덕로 45-1,",38814366,35.5429898,128.4945005,신경남약국,01
경기도 군포시 송부로34번길 35 센트럴프라자 107호 (도마교동),41838581,37.3162665,126.9194501,송정약국,01
전북 익산시 무왕로26길 19 익산군산축협하나로마트동부점,4038205914,35.9591429,126.9984382,익산군산축협하나로마트동부점,03
경상북도 성주군 성주읍 성주로 3207,37817663,35.9188482,128.2850171,백산약국,01
경기도 안양시 만안구 안양로223번길 5 (안양동),31812708,37.392901,126.9257149,나은온누리약국,01
경기도 고양시 덕양구 충경로 87 대명상가 2층 (행신동),41844661,37.6156851,126.839488,새한솔약국,01
제주 제주시 노형11길 25 (노형동) 하나로마트,5898200019,33.482785,126.47772,제주축협하나로마트노형점,03
"경기도 화성시 동탄지성로 134 101호,102호 (능동, 한솔프라자)",31815928,37.209571,127.0609803,새싹약국,01
"경상남도 진주시 대신로475번길 16-1, (초전동)",38816539,35.2024675,128.1143989,푸른약국,01
경상남도 창원시 마산회원구 팔용로 163 (구암동),38814307,35.2435364,128.5911428,삼성약국,01
대구광역시 중구 명륜로 68 1층 (남산동),37827685,35.861358,128.5917596,신세명약국,01
서울특별시 중구 퇴계로46길 17 1층 (묵정동),12820831,37.5616598,126.9999574,신삼성대학약국,01
서울특별시 동대문구 신이문로 41 1층 (이문동),12802875,37.6031802,127.0667024,한사랑온누리약국,01
강원도 강릉시 구정면 범일로 447 2동,32816294,37.7279136,128.8788959,옵티마학산약국,01
대구광역시 달서구 월배로 18 (진천동),37840916,35.8115218,128.5175383,유안약국,01
경상남도 함안군 군북면 중암7길 7 (군북치과의원),38837935,35.2618626,128.3460406,맑은우리들약국,01
경상북도 경주시 외동읍 산업로 1845,37851586,35.6788131,129.3329421,튼튼약국,01
대구광역시 달서구 한실로 89 1층 (도원동),37819097,35.8070431,128.5364356,중앙약국,01
대전광역시 유성구 반석로 100 (반석동) 반석로100,3188200362,36.3902768,127.3038126,탄동농협하나로마트분사,03
전라남도 영광군 영광읍 신남로 268,36811190,35.274618,126.510871,으뜸약국,01
경상북도 안동시 북후면 북평로 870,37837893,36.6843493,128.702509,사랑약국,01
충청북도 충주시 계명대로 22 (칠금동),33817235,36.9821482,127.9168297,바른약국,01
"대전광역시 서구 관저로 176, 101호 (관저동)",34837892,36.2987805,127.3415249,예인당한약국,01
부산광역시 금정구 서동중심로 61 1층 (서동),21808333,35.2144758,129.1028722,동서약국,01
서울특별시 성동구 왕십리로 381 1층 (하왕십리동),12853941,37.5646008,127.0279076,행운약국,01
울산광역시 중구 화합로 360 (반구동),38827701,35.5580999,129.3418993,금성약국,01
전라남도 영광군 백수읍 백수로 989 ,4108301572,35.2819442,126.4183204,백수우체국,02
인천광역시 부평구 경원대로 1242 (산곡동),31851282,37.4876012,126.7088392,현대메디칼약국,01
"경기도 성남시 중원구 광명로 336 1층 (금광동, 신호빌딩)",31884687,37.4454787,127.1631941,수약국,01
대전광역시 유성구 죽동로297번길 76 (죽동),34819371,36.3700982,127.3384435,소망약국,01
경기도 평택시 서탄면 발안로 1226 1226,41828721,,,세명약국,01
인천광역시 계양구 계양대로 214 (계산동),31887767,37.5430595,126.7230321,계산365약국,01
경상북도 경산시 진량읍 공단4로 153-14 ,5158302008,35.8710889,128.8267847,경산진량공단우체국,02
강원도 원주시 행구로 148 (행구동),32814836,37.341715,127.9725155,참조은약국,01
대구광역시 달성군 다사읍 달구벌대로 877,37833537,35.8581034,128.4653478,행운약국,01
대구광역시 달성군 현풍읍 테크노상업로 46 104호,37852175,35.6926174,128.4547492,마음약국,01
경상남도 김해시 가락로 84 (서상동),38807114,35.234071,128.88164,명문약국,01
"강원도 정선군 고한읍 고한로 153-1,",32803443,37.2011964,128.8533232,동시약국,01
"서울특별시 노원구 덕릉로73길 18 102호 (중계동, 태인빌딩)",12837563,37.6521996,127.072332,부용온누리약국,01
충청남도 천안시 서북구 불당대로 260 2층 (쌍용동),34811958,36.7997695,127.1245177,쌍용청솔약국,01
"서울특별시 마포구 월드컵로 240 2층 (성산동, 홈플러스월드컵점)",12820083,37.5682553,126.8972733,상암월드약국,01
강원도 강릉시 금성로42번길 2 (금학동),32801904,37.7531488,128.8963771,이약국,01
경기도 화성시 송산면 사강시장길 72,31825851,37.2137554,126.7376767,감초약국,01
서울특별시 성북구 정릉로 274 1층 (정릉동),12808741,37.603191,127.0137677,아가페온누리약국,01
경상북도 김천시 김천로 31 (평화동),37813595,36.1262745,128.1068479,재창약국,01
전라남도 여수시 여천체육공원길 10 (신기동),36831174,34.7612841,127.6749639,다소니약국,01
충청남도 천안시 서북구 미라11길 35 (쌍용동),34839062,36.8043469,127.1316238,신유약국,01
부산광역시 강서구 명지오션시티11로 74 1층 102호 (명지동),21843074,35.0840708,128.9040388,이화약국,01
서울특별시 서초구 효령로2길 4 (방배동),12833771,37.4763378,126.9865321,메디팜메트로약국,01
서울특별시 동작구 시흥대로 664 (신대방동),12807478,37.4907024,126.90844,한빛평화약국,01
인천광역시 중구 연안부두로33번길 36 (항동7가),31836828,37.4535982,126.6057888,유한온누리약국,01
경기도 부천시 경인로 565 (괴안동),31864988,37.4869693,126.8172923,하나약국,01
"부산광역시 부산진구 서면로 25 105호 (부전동, 서면삼한골든뷰)",21837465,35.1529566,129.0572714,삼한메디칼약국,01
충남 당진군 순성면 봉소리 90-2,3118200774,36.8429201,126.7135858,순성농협하나로마트,03
"경기도 화성시 삼성1로 144-13, 102호 (석우동)",41827341,37.2168179,127.0788992,뉴욕대학병원약국,01
"충청남도 아산시 탕정면 탕정로 380-2, 3층 (삼성SMD)",34839933,36.8191879,127.0633619,솔빛약국,01
"제주특별자치도 제주시 신대로 128 (연동,신대로128)",39800440,33.4858438,126.4960605,새한온누리약국,01
경남 창원시 의창구 상남로192번길 41-7 신월동,4838200104,35.2273954,128.6914916,남창원농협유통센터 신월점,03
경상남도 창원시 마산합포구 현동4길 4 1층 104호 (우산동),38838192,35.1514983,128.5532141,수약국,01
경상북도 영천시 완산로 53 (완산동),37829165,35.964831,128.9386573,장성약국,01
"충청남도 천안시 동남구 고재20길 3 (원성동, 온누리약국)",34810633,36.8037338,127.1593356,온누리영신약국,01
경기도 광주시 오포읍 회안대로 21,31831702,37.357402,127.2459626,매산약국,01
"경기도 의정부시 용현로105번길 45-30, 103호 (민락동, 문경빌딩)",41834151,37.742438,127.0863412,공원약국,01
서울특별시 금천구 디지털로 200 우리은행 가산IT타워 3층 (가산동),12869848,37.478246,126.8889358,새우리약국,01
"경상남도 창원시 성산구 창원대로 726 (내동, 내동상가아파트)",38839326,35.2171003,128.6704177,정중앙약국,01
경기도 안양시 동안구 동안로 162 지하 1층 (비산동),41841549,37.3932706,126.9504247,평촌마트약국,01
부산광역시 금정구 중앙대로1719번길 16 1층 (부곡동),21824746,35.2379467,129.0912987,참약국,01
경기도 성남시 수정구 산성대로 267 1층 111호 (신흥동),41813618,37.441324,127.1464467,삼정시네마약국,01
전라남도 순천시 이수로 317 (조례동),36822809,34.9541238,127.5183727,밝은약국,01
"서울특별시 서초구 서초대로 335 (서초동, 서흥빌딩)",12846627,37.4952553,127.0180081,교대사랑약국,01
전북 완주군 비봉면 소농리490의1,4028200385,35.9947829,127.140773,고산농협하나로마트비봉점,03
"경기도 시흥시 중심상가로 143 101호 (정왕동, 선빌딩)",31895034,37.3471368,126.7322656,시화라성약국,01
"대구광역시 수성구 명덕로 455 101동 101호 (수성동3가, 수성3가롯데캐슬아파트)",37849352,35.8562366,128.619947,수성솔약국,01
경상남도 김해시 김해대로 2333 (부원동),38840677,35.2265693,128.8820992,김해123약국,01
대구광역시 남구 이천로 40 (봉덕동),37829220,35.8445376,128.5984935,남경북약국,01
"서울특별시 동대문구 고산자로 435, 1층 (제기동)",12855405,37.5786039,127.0381198,제중건재약국,01
전라북도 전주시 완산구 전주객사5길 17 (고사동),35808420,35.8189513,127.1454763,원민약국,01
경상북도 문경시 산양면 불암2길 26 ,5118301991,36.6130914,128.2579128,문경산양우체국,02
"부산광역시 해운대구 센텀2로 10 1층 (우동, 센텀메디칼센터)",21837503,35.1678413,129.1315111,센텀홍은약국,01
서울특별시 양천구 중앙로 235 (신정동),11853123,37.5173924,126.8538328,세왕약국,01
충북 단양군 매포읍 평동1리 1009,3048200873,,,북단양농협하나로마트,03
경상북도 경주시 화랑로 124 (황오동),37812564,35.8442803,129.2143895,천마약국,01
전북 김제시 금산면 봉황로 9,4058200157,35.7130387,126.9913317,김제금산농협하나로마트,03
서울특별시 강남구 논현로 509 1층 1호 (역삼동),12830674,37.5019299,127.036116,팜스약국,01
"경기도 용인시 수지구 상현로 34 102호 (상현동, 성진)",31879845,37.3021903,127.0778897,서원약국,01
"경기도 수원시 장안구 율전로101번길 26, 1층 101호 (율전동)",41839277,37.2986696,126.9676391,래허부한약국,01
"경상남도 창원시 진해구 진해대로776번길 25 103호 (이동, 상보빌딩)",38838249,35.1564102,128.6985219,하나온누리약국,01
전남 보성군 보성읍 보성읍보성리857-36,4138200629,,,보성축협하나로마트본점,03
"경상남도 창원시 의창구 의안로31번길 28-5, (중동)",38837323,35.2645928,128.6210078,성우약국,01
"충청북도 청주시 흥덕구 1순환로 511-1, (봉명동)",33815585,36.6467066,127.4653312,정다운약국,01
전라북도 무주군 무주읍 주계로 74,35815329,36.0060206,127.6583105,푸른약국,01
충청북도 청주시 상당구 쇠내로 82 (금천동),33801134,36.6248066,127.502837,금천약국,01
광주광역시 북구 첨단연신로 97 305호 (신용동),36827037,35.2065769,126.8640294,민약국,01
"서울특별시 마포구 월드컵북로 396 B1010호 (상암동, 누리꿈스퀘어)",12852503,37.5794648,126.8898316,드림약국,01
서울특별시 중랑구 면목로 330 (면목동),11841320,37.581323,127.0887219,로데오약국,01
전라북도 전주시 덕진구 거북바우로 132 (인후동2가),35820659,35.8426477,127.1499507,약초당한약국,01
"경기도 하남시 덕풍서로 70 2층 (덕풍동, 이마트)",41808061,37.5527848,127.2053856,하남중앙약국,01
경기도 안산시 단원구 적금로 114 (고잔동),41822536,37.3183141,126.8263036,정문약국,01
충청북도 제천시 의림대로 85 (명동),33816620,37.1355962,128.209079,탑라이프온누리약국,01
충남 공주시 신풍면 산정리 72번지,3078200173,36.515096,126.9581969,신풍농협하나로마트,03
부산광역시 남구 수영로 340 (대연동),21836639,35.138466,129.1029587,플러스온누리약국,01
경상북도 경산시 성암로 42 (옥산동),37802429,35.8227741,128.722328,인과원약국,01
전라북도 임실군 오수면 오수로 178,35816406,35.5400583,127.3268625,대광약국,01
경기도 화성시 정남면 만년로 540,31863515,37.1694714,126.983655,100세약국,01
전라남도 순천시 비봉2길 7 (조례동),36809179,34.971883,127.5212247,전남약국,01
경상북도 김천시 농소면 농남로 54 ,5108303579,36.1050437,128.1732522,김천농소우체국,02
서울특별시 동대문구 장한로25길 2 1층 (장안동),12847003,37.5718746,127.0711172,장안제일약국,01
경상북도 포항시 북구 용두산길 35 (장성동),37817043,36.0669321,129.3810518,메디팜조아약국,01
전남 고흥군 남양면 망주리 481-1,4138203169,34.7595856,127.3674393,팔영농협하나로마트망주지소,03
경남 거창군 고제면 농산리 753의 3,6118200145,35.8144721,127.8718531,거창북부농협하나로마트고제점,03
"경상남도 창원시 의창구 원이대로 269 (봉곡동, 한빛메디칼센터)",38810859,35.2432723,128.6497907,예은약국,01
경상북도 군위군 군위읍 중앙길 72,37827502,36.234643,128.56655,백세약국,01
충남 공주시 무령로 307 (옥룡동),3078208438,36.4564614,127.1339105,공주농협하나로마트옥룡점,03
전라남도 나주시 나주로 199 (중앙동),36832073,35.0343653,126.7214391,뉴욕약국,01
경기도 남양주시 와부읍 덕소로97번길 2 동산빌딩 502호,41848268,37.5854716,127.2124722,덕소우리약국,01
"경기도 성남시 분당구 돌마로90번길 4 1동 304호 (구미동, 엘레강스프라자)",31836674,37.3497133,127.1117351,분당미금약국,01
경상남도 사천시 건어시장길 28 (동금동),38806908,34.9284082,128.0758264,천일약국,01
인천광역시 미추홀구 경인로 233 1층 1호 (도화동),41845242,37.4644062,126.6684686,다나약국,01
전라남도 목포시 고하대로 730 (산정동),36820725,34.8108515,126.3761737,종로약국,01
경상북도 안동시 일직면 중앙통길 31 ,5088300865,36.4739596,128.6576625,안동일직우체국,02
서울특별시 강서구 까치산로 151 104호 (화곡동),12804576,37.550966,126.8521182,한우리약국,01
강원 원주시 흥업면 사제로 2 (남원주농협) 남원주농협,2248200510,37.3035111,127.9191897,남원주농협하나로마트본점,03
전라남도 여수시 흥국로 98 (신기동),36816990,34.7613522,127.6729179,여천좌수영약국,01
인천광역시 미추홀구 소성로 333 1층 (문학동),41835735,37.4375953,126.684277,굿모닝약국,01
충청남도 청양군 청양읍 중앙로 126,34823018,36.4505057,126.8031393,낙원약국,01
인천광역시 부평구 경인로1104번길 23 (일신동),31892779,37.4845848,126.7421563,한울약국,01
충청북도 충주시 봉계1길 60 (칠금동),33809917,36.9815467,127.9160056,행복한약국,01
"경기도 화성시 동탄지성로 136 203호 (능동, 우리프라자)",41812816,37.2096665,127.0607007,능동키즈약국,01
인천광역시 계양구 용종로 2 (계산동),31863612,37.5340374,126.7415048,계산프라자약국,01
"경기도 고양시 일산서구 일현로 97-11, 일산 위브더제니스 158-A호 (탄현동, 일산 위브더제니스)",41821955,37.6940172,126.7628568,제니스온누리약국,01
통영시 용남면 남해안대로442,6128300709,34.8688333,128.4442761,통영용남우체국,02
경기도 남양주시 와부읍 덕소로 87 87,41819942,,,평강약국,01
"서울특별시 성북구 장위로 127-1, 한양빌딩 2층 (장위동)",11893303,37.6136758,127.0508746,지선약국,01
강원도 강릉시 주문진읍 주문로 105,32815964,37.8931155,128.8268917,보람약국,01
충청남도 아산시 음봉면 음봉로681번길 24,34834052,36.8386298,127.0862025,초원약국,01
"경기도 안양시 동안구 흥안대로456번길 82 107,108호 (평촌동, 밀레니엄프라자)",41814444,37.3931872,126.9799528,코끼리약국,01
대전광역시 동구 동서대로 1653 1층 (용전동),34803131,36.3482867,127.4334216,백화당약국,01
대전광역시 서구 계룡로 586 105호 (괴정동),34807535,36.3415678,127.3884489,케이엠티약국,01
충청남도 아산시 도고면 온천대로,34823131,,,대영약국,01
경상북도 성주군 성주읍 시장길 13,37826875,35.9172034,128.2863138,세종약국,01
충청남도 부여군 부여읍 신동엽길 6,34838341,36.2774901,126.9102053,조은약국,01
대구광역시 북구 팔달로 147 1층 102호 (노원동3가),37821521,35.889414,128.5662102,장미약국,01
울산광역시 남구 삼산중로 98 (삼산동),38840073,35.542182,129.3356767,아름약국,01
대구광역시 남구 대명로 125 (대명동),37806874,35.8396049,128.5715399,부산약국,01
서울특별시 동대문구 답십리로66길 95 1층 (장안동),12847496,37.5685977,127.0662424,행복한약국,01
"전라남도 목포시 포미로10번길 14 (용해동, 유정빌딩1층 101호)",36830771,34.8166556,126.3988876,조은약국,01
서울특별시 중랑구 신내로 82 금강프라자 1층 108호 (신내동),12869066,37.6066852,127.0955682,수약국,01
"전라남도 여수시 신월로 655 상가A동 103층 1호 (국동, 서희스타힐스)",36832146,34.7308082,127.7159916,비타민약국,01
"경기도 평택시 현촌4길 2-41, 103호 (용이동, 한국마트 주차빌딩)",41831519,36.9991257,127.1332048,햇살약국,01
전라남도 영광군 염산면 칠산로 75 ,4108301586,35.2175794,126.3711005,염산우체국,02
경기도 고양시 일산동구 정발산로 33 낙원프라자 4층 402-1호 (장항동),41844483,37.6571758,126.7725686,코코약국,01
전라남도 순천시 대석길 31 (연향동),36825158,34.9460207,127.5255097,소망약국,01
충청남도 천안시 동남구 망향로 198 (안서동),34828630,36.8406809,127.1748448,대학약국,01
서울특별시 영등포구 여의나루로 42 (여의도동),12853828,37.5213932,126.9249971,아이비약국,01
경기도 용인시 기흥구 새천년로 20 그린프라자 102호 (신갈동),41844441,37.2890935,127.1114203,그린온누리약국,01
서울특별시 동작구 신대방2길 1 (신대방동),11811897,37.4878035,126.9126258,신대방수연약국,01
경북 울진군 죽변면 죽변리 417-16,5078202621,,,울진농협하나로마트죽변점,03
충청북도 청주시 흥덕구 짐대로,33801274,,,국민약국,01
전라북도 전주시 덕진구 안덕원로 146 (진북동),35820624,35.8321392,127.1445835,보령당한약국,01
경상북도 경산시 경산로44길 11 (옥산동),37838288,35.827575,128.7265,유림약국,01
"서울특별시 종로구 창경궁로 271-1, (혜화동)",11830140,37.5855683,127.0006014,성진약국,01
서울특별시 강남구 일원로 53 1층 (일원동),11885653,37.4892734,127.0818266,이삼성약국,01
광주광역시 서구 월드컵4강로 194 1층 (내방동),36835455,35.1534239,126.8696914,토마토 온누리 약국,01
"대구광역시 달서구 월서로 14 131동 106호 (상인동, 상인e편한세상상가)",37819321,35.8217697,128.5331257,건중약국,01
"인천광역시 서구 중봉대로 588 104호 (연희동, 청라센트럴프라자)",41816960,37.532094,126.6502739,청라중앙약국,01
제주특별자치도 제주시 애월읍 일주서로 7136,39803554,33.4850417,126.412296,하귀하나로약국,01
"경기도 남양주시 경춘로1256번길 9 401-1호 (평내동, 오렌지웰빙타워)",31862365,37.6461136,127.2354104,참빛약국,01
전남 완도군 노화읍 노화로 852,4158210536,34.177157,126.5717121,노화농협하나로마트본점,03
전라남도 함평군 함평읍 광남길 71 102호 (광주은행(함평지점)),36834513,35.0638681,126.5196516,함평약국,01
광주광역시 북구 비엔날레로 75 1층 (용봉동),36802531,35.1784736,126.8897874,튼튼한약국,01
서울특별시 노원구 동일로 1417 1층 (상계동),12861367,37.6550409,127.0599912,마음약국,01
전라북도 순창군 쌍치면 삽실길 1,35822155,35.5001052,127.0007712,새쌍치약국,01
"경상남도 김해시 진영읍 진영로 187-1,",38824299,35.30312,128.7337028,진영한마음약국,01
경기도 포천시 내촌면 내촌로 60,41819438,37.7853909,127.227278,서울약국,01
부산광역시 동래구 명안로85번길 45 (명장동),21816263,35.2044259,129.1019913,오오약국,01
대전광역시 유성구 전민로70번길 38 (전민동),34803271,36.3987914,127.4025069,새생명약국,01
"서울특별시 관악구 낙성대역길 91, 1층 (봉천동)",12855898,37.4744628,126.9638567,경희으뜸한약국,01
전라남도 완도군 약산면 약산로 370-1 ,4158300485,34.3935458,126.8988411,약산우체국,02
인천광역시 동구 금곡로 66 (금곡동),31800947,37.4731205,126.6427416,복지약국,01
"충청남도 천안시 동남구 망향로 187 (안서동, 영남빌딩)",34834087,36.8398898,127.173994,명진약국,01
서울특별시 강동구 구천면로 304 3층 (천호동),12824593,37.5467197,127.1348298,진약국,01
경기 광주시 오포읍 오포로 698,1268303020,37.3581993,127.2188727,곤지암우체국,02
"서울특별시 서초구 반포대로 235 지하1층 (반포동, 효성빌딩)",12823210,37.5006686,127.0032572,조달약국,01
충북 충주시 금가면 도촌리 133-5,3038207441,37.0437005,127.9269739,중원농협하나로마트금가점,03
경기도 여주시 대신면 여양로 1457 삼인한의원,31825486,37.3741194,127.5864512,신화당약국,01
경상남도 거제시 거제중앙로 1908 (고현동),38823519,34.8884361,128.6233328,신세계약국,01
대구광역시 서구 달서로 191 (비산동),37828118,35.8791255,128.5710833,새현약국,01
제주특별자치도 제주시 중앙로 318 (이도이동),39800903,33.4926311,126.535263,주원약국,01
서울특별시 서대문구 응암로 53 (북가좌동),11858656,37.578207,126.9097977,거북당약국,01
대전광역시 대덕구 비래동로 37 (비래동),34815007,36.3572454,127.4507225,생수당약국,01
부산광역시 부산진구 가야대로 755 1층 일부 (부전동),21819921,35.1578907,129.0542292,서면정약국,01
"서울특별시 성북구 보국문로 43 103호 (정릉동, 야원빌딩)",12844195,37.6081881,127.0098725,신정릉우리약국,01
전라남도 강진군 강진읍 중앙로 95,36823961,34.6386852,126.7674789,한사랑약국,01
경상북도 포항시 북구 흥해읍 흥해로 69,37809032,36.1108577,129.3476554,대림약국,01
"경기도 하남시 미사강변대로226번길 9 105호 (망월동, 송하빌딩)",41833864,37.5699973,127.1843244,명가한약국,01
광주광역시 광산구 첨단중앙로 23 1층 104호 (월계동),36827754,35.207184,126.8403959,백약국,01
"경기도 양주시 백석읍 부흥로 1172-2,",31848397,37.7947842,127.0089419,가나약국,01
대전광역시 중구 계백로 1560 (유천동),34813799,36.3171113,127.3936154,미소담약국,01
"제주특별자치도 제주시 연동8길 7 (연동,1층)",39800563,33.4851347,126.4908198,신세계약국,01
경상남도 진주시 대곡면 남강로2438번길 56,38840812,35.2618315,128.1685276,삼거리약국,01
"서울특별시 강남구 선릉로86길 17 102호 (대치동, 선릉 MT 빌딩)",12861596,37.5035623,127.05109,테헤란건강약국,01
"서울특별시 종로구 종로 197-2, (종로4가)",11844256,37.5710649,126.999649,보생약국,01
경기도 김포시 대곶면 율생중앙로 7,1368302334,37.6489582,126.5829401,김포대곶우체국,02
전남 고흥군 도덕면 가야리 849-5,4168215913,34.6054587,127.1823647,녹동농협하나로마트가룡점,03
"서울특별시 관악구 봉천로 227 304호 (봉천동, 보라매샤르망)",12858633,37.4900225,126.9271079,보라매성심약국,01
서울특별시 구로구 개봉로 57 (개봉동),12866199,37.4907367,126.8557608,굿모닝약국,01
"인천광역시 남동구 앵고개로 928 108호 (논현동, 디에이프라자)",31830323,37.4017932,126.733912,소래약국,01
경기도 부천시 부천로29번길 7 부천메디컬프라자 104호 (심곡동),41817206,37.4868851,126.7830116,스타약국,01
"대전광역시 유성구 어은로 57 (어은동, 한빛아파트상가)",34803548,36.3650212,127.3561171,한빛약국,01
서울특별시 강동구 아리수로93길 19 202호 (강일동),12855651,37.5653807,127.174118,순수 한약국,01
"서울특별시 송파구 석촌호수로 61 (잠실동, 트리지움상가 305호)",12841111,37.5107056,127.0862397,비타민약국,01
울산광역시 동구 진성11길 42 (전하동),38810514,35.5065218,129.4274007,태화당약국,01
"경기도 수원시 영통구 매영로345번길 7 125호 (영통동, 영통트리플렉스)",41839234,37.252766,127.070896,푸른나무 한약국,01
"경기도 안산시 단원구 당곡2로 23 122호 (고잔동, 바상가)",31860974,37.3249957,126.8378918,그린팜약국,01
전남 완도군 보길면 부황리 1-2번지,4158208739,34.1695586,126.567347,노화농협하나로마트보길점,03
